q1_0,q1_1,q1_2,q1_3,q1_4,q1_5,q1_6,q1_7,q1_8,q1_9,q2,q3,q4,q5,q6,q7_0,q7_1,q7_2,q7_3,q7_4,q7_5,q7_6,q7_7,q7_8,q7_9,q7_10,q7_11,q7_12,q7_13,q7_14,q8,q9,q10,q11_0,q11_1,q11_2,q11_3,q11_4,q11_5,q11_6,q11_7,q12,q13,q14,q15,q16,q17_0_0,q17_0_1,q17_0_2,q17_0_3,q17_0_4,q17_0_5,q17_0_6,q17_1_0,q17_1_1,q17_1_2,q17_1_3,q17_1_4,q17_1_5,q17_1_6,q17_2_0,q17_2_1,q17_2_2,q17_2_3,q17_2_4,q17_2_5,q17_2_6,q17_3_0,q17_3_1,q17_3_2,q17_3_3,q17_3_4,q17_3_5,q17_3_6,q17_4_0,q17_4_1,q17_4_2,q17_4_3,q17_4_4,q17_4_5,q17_4_6,q17_5_0,q17_5_1,q17_5_2,q17_5_3,q17_5_4,q17_5_5,q17_5_6,q17_6_0,q17_6_1,q17_6_2,q17_6_3,q17_6_4,q17_6_5,q17_6_6,q17_7_0,q17_7_1,q17_7_2,q17_7_3,q17_7_4,q17_7_5,q17_7_6,year,gender,age,income,cosize,tenure,weight
4,6,10,2,3,6,7,4,10,8,7,,,,,0,0,1,1,0,0,0,1,1,0,1,0,0,1,1,9,5,2,,,,,,,,,4,,,,,1,7,4,7,1,5,1,4,1,1,4,7,4,4,3,2,7,6,2,4,4,6,2,2,4,1,3,1,3,3,5,5,1,4,3,5,2,1,1,6,4,1,3,6,3,1,1,4,7,3,5,5,3,5,6,2,4,2,2,7,3,1,1.479656
8,3,9,10,9,0,7,9,2,7,2,4,,,,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,6,10,,,1,4,,2,,5,3,1,2,3,2,,5,7,7,5,2,1,1,3,5,4,6,5,6,4,2,2,7,5,1,1,5,1,7,1,5,5,2,3,6,1,3,2,6,2,4,5,2,3,5,6,1,6,5,3,2,3,5,3,6,6,1,5,2,7,5,2,4,2,2,6,4,2,0.629093
0,1,9,4,6,10,0,7,7,6,3,5,,,,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,9,1,1,,,1,,,,,,3,,,,,5,2,1,1,5,1,7,2,3,4,1,3,2,5,3,6,4,7,2,2,3,6,3,1,2,6,4,6,2,7,6,5,2,2,5,1,3,2,4,2,3,7,5,4,2,2,2,5,6,3,4,6,3,1,5,5,4,1,2,4,3,4,1.043784
0,4,0,8,9,6,2,2,7,2,2,4,,,,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,8,6,,,,,,,,,1,2,2,1,,,7,7,7,5,2,6,4,6,5,5,4,1,5,3,5,4,2,7,5,1,2,4,3,6,2,6,1,2,4,2,7,3,6,2,5,2,7,5,7,3,6,5,4,6,2,1,7,7,4,1,6,4,7,3,5,4,4,1,5,4,4,3,1.34845
6,9,5,10,8,8,7,2,10,6,3,3,,,,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,7,7,,,,,,,,,,3,,,,,5,1,2,3,7,1,2,3,2,5,7,1,5,6,3,7,7,7,3,1,4,1,3,6,3,2,2,4,5,7,6,7,4,5,5,5,1,5,2,7,2,1,4,7,1,5,2,6,4,2,2,5,1,2,3,4,4,2,5,5,6,3,1.435693
7,1,10,5,8,7,6,7,3,0,2,1,2,2,,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,5,,,,,3,2,,,1,,4,,,,,7,4,1,4,5,3,5,6,5,4,4,1,1,3,4,1,2,7,7,6,4,5,5,3,7,2,6,7,7,1,3,2,4,7,5,1,5,6,6,2,1,1,2,3,3,6,6,1,3,6,7,5,3,5,4,1,4,2,1,1,5,1,1.38737
9,7,6,0,7,4,3,4,5,9,4,,,,,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,4,,,,,,,,,,,4,,,,,3,7,4,6,7,4,5,1,5,2,7,4,3,1,2,2,2,5,4,2,4,2,3,7,4,7,6,5,6,1,6,5,1,4,7,7,4,1,1,2,5,6,1,6,3,2,7,5,4,4,4,2,2,4,7,7,4,2,4,2,1,1,0.836151
10,10,4,5,1,1,2,10,1,6,4,,,,,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,4,,,,,,,,,,,3,,,,,5,4,7,2,3,6,4,7,6,4,7,4,7,6,2,4,3,3,2,4,4,2,3,7,2,7,7,3,6,4,3,1,6,5,6,1,6,7,1,1,1,7,7,5,5,6,6,7,2,2,4,1,2,1,4,2,4,2,2,3,3,2,0.815451
7,10,6,3,4,0,8,6,5,0,6,,,,,1,1,0,0,1,1,1,0,1,1,1,1,0,0,0,8,11,,,1,5,3,4,,2,,4,,,,,1,2,3,7,6,2,6,5,7,3,2,7,7,6,2,6,6,4,7,1,5,5,2,4,3,5,2,2,7,3,3,1,5,6,4,2,1,3,3,1,2,6,2,1,2,4,2,5,7,6,7,6,7,4,7,1,4,2,5,3,4,1,0.615931
7,1,5,9,4,5,3,3,10,5,2,2,1,,,0,1,0,1,0,1,1,1,1,0,0,1,0,1,0,1,,,,1,,,,,,,3,,,,,7,5,2,3,6,7,4,4,5,4,2,3,7,5,5,2,2,5,4,5,3,7,4,2,7,5,2,3,3,7,2,5,2,2,3,4,4,1,1,1,6,1,7,1,1,4,3,3,7,2,5,4,2,6,1,3,4,1,3,7,6,1,1.299109
7,1,2,8,0,9,8,3,3,8,1,5,,,,0,0,1,0,0,1,1,0,1,1,1,1,0,0,1,8,6,,,,1,,,,,,1,1,1,,,4,6,6,7,3,1,4,4,5,7,3,6,7,7,6,3,6,1,6,2,1,6,2,3,3,2,2,5,1,2,2,7,7,3,2,5,7,6,7,3,7,1,6,1,1,7,5,5,2,5,6,4,4,4,5,3,4,2,5,5,3,2,0.704186
6,5,0,3,1,7,5,1,2,10,4,,,,,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,9,3,2,,,,3,4,,2,1,2,3,3,1,1,1,6,6,6,5,5,7,6,3,7,6,1,2,5,6,2,1,1,1,6,4,2,5,5,6,1,7,3,7,6,2,7,1,4,4,1,2,3,5,6,5,1,4,7,1,7,6,1,7,5,5,6,6,5,7,1,4,2,4,5,4,4,1.262708
8,0,2,1,1,10,8,10,9,9,5,,,,,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,7,11,,,,,,,,,,1,5,,,,6,2,7,4,7,4,1,3,6,2,3,4,7,4,2,6,2,7,7,7,2,6,4,3,1,4,7,1,7,2,5,2,7,7,5,5,1,7,1,3,6,7,6,7,6,2,5,2,2,3,5,6,2,6,6,6,4,2,4,1,1,2,1.361497
8,6,7,3,7,1,7,4,5,3,7,,,,,1,0,0,1,1,1,1,0,1,0,0,0,1,1,0,8,11,,5,2,,,1,,4,3,4,,,,,4,5,1,5,1,1,1,1,3,4,5,4,5,6,7,7,1,2,7,1,2,1,1,6,5,5,3,4,1,6,3,3,2,3,5,4,5,6,1,6,1,1,4,5,2,7,6,1,2,5,5,5,3,2,2,3,4,1,1,7,5,1,1.389441
7,0,1,10,0,3,9,0,3,4,4,,,,,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,6,5,1,1,,,,,,,2,1,3,3,2,,5,4,5,7,2,4,6,7,6,5,2,7,5,6,3,3,3,6,5,1,3,1,2,3,6,6,3,6,7,6,6,1,2,3,5,1,1,1,5,7,2,1,7,4,1,6,7,2,5,5,4,7,5,1,4,6,4,1,1,4,1,4,0.719839
2,7,4,1,3,4,10,7,10,5,2,1,3,2,,1,0,1,0,1,0,1,1,1,0,0,1,1,1,1,4,,,,,,,1,,,,2,6,,,,7,3,2,2,1,2,4,7,2,3,1,2,3,5,5,4,7,3,7,7,7,3,2,2,4,3,1,6,7,1,5,1,2,6,2,5,7,6,6,6,4,1,3,2,6,1,6,2,6,5,6,6,1,5,2,5,4,1,5,6,5,3,0.809166
2,5,9,3,6,10,9,8,1,5,6,,,,,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,4,,,,,,,,,,,2,7,,,,5,5,2,2,5,6,1,5,4,2,1,2,5,4,1,1,1,7,6,5,4,6,6,5,4,7,4,4,4,2,7,6,6,5,1,4,7,1,4,7,6,6,4,1,6,5,5,7,5,4,4,3,7,2,5,7,4,1,1,4,5,3,1.37097
7,7,1,0,6,0,6,9,9,10,4,,,,,0,1,1,1,0,1,0,1,0,0,1,1,1,0,1,8,1,1,5,,3,,,4,2,1,2,7,,,,2,6,4,2,6,4,3,4,2,1,1,7,5,4,4,7,7,4,3,3,5,5,1,4,1,1,3,3,7,5,4,4,2,7,5,3,3,2,2,4,5,1,7,2,3,6,6,7,2,6,6,7,6,6,5,5,4,1,2,5,5,1,1.092038
4,3,1,6,3,8,9,2,2,10,6,,,,,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,,,4,,,3,2,,,1,2,3,2,2,,1,5,2,6,4,2,7,1,4,7,6,3,1,7,5,3,6,1,6,2,7,4,7,3,3,6,7,2,5,7,2,7,5,3,1,5,5,1,7,6,2,4,1,5,5,2,5,7,5,6,2,7,7,4,7,3,4,1,3,3,2,1,0.640304
10,2,6,4,10,4,6,0,5,6,4,,,,,0,1,1,0,0,0,0,1,0,1,1,0,1,1,1,4,,,,,2,,,1,,3,4,,,,,2,4,5,6,4,5,3,7,1,6,5,3,7,5,6,4,3,4,3,4,7,4,2,2,2,2,5,7,4,5,6,6,5,3,3,5,6,4,4,1,3,1,5,5,7,3,3,2,4,5,4,2,2,2,5,1,4,1,4,4,3,3,1.188175
10,0,3,8,8,4,10,6,8,10,4,,,,,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,9,1,1,3,2,,,,,,1,4,,,,,7,3,4,2,4,6,5,3,2,3,6,2,1,5,2,3,4,7,1,5,3,3,5,1,1,2,2,3,1,7,7,2,3,3,4,3,2,4,6,6,7,3,6,6,6,5,1,2,5,7,3,5,3,4,2,7,4,2,3,1,6,2,1.481279
0,8,1,9,7,9,10,3,9,0,3,2,3,1,2,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,4,,,,,,,,,,,1,3,1,,,3,6,4,6,4,7,4,1,6,1,6,7,7,1,2,5,5,6,4,5,2,5,3,6,3,3,4,5,7,3,6,4,4,6,2,5,6,1,1,3,5,6,3,4,7,6,2,6,1,4,6,7,2,7,4,4,4,1,1,1,6,1,1.471903
6,10,2,4,5,10,7,10,4,0,6,,,,,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,7,8,,,,,,,,,,4,,,,,6,6,4,6,7,2,5,3,5,3,1,1,3,4,2,3,7,6,1,6,5,7,3,2,7,1,2,2,5,6,7,5,4,7,4,5,1,3,4,4,4,4,3,1,6,4,5,3,3,1,1,5,1,6,4,5,4,1,4,2,1,1,1.016839
1,8,8,1,10,7,10,7,9,8,1,1,1,,,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,3,,,,4,,,5,3,2,1,2,7,,,,2,7,1,6,3,4,3,1,1,2,3,4,2,4,7,7,6,1,6,1,6,4,5,3,7,5,7,1,1,1,6,1,7,6,5,5,2,7,6,7,6,5,3,6,5,1,4,2,2,1,2,1,4,5,1,1,4,2,2,5,1,4,0.851066
7,0,5,2,10,6,10,1,7,6,5,,,,,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,5,,,,,,,,,,,2,1,2,2,,7,2,6,1,4,2,1,4,2,4,6,4,5,2,7,5,5,7,7,3,2,7,5,1,5,7,1,7,2,5,5,2,1,4,1,3,5,3,2,1,3,4,1,4,1,7,5,5,3,3,3,1,7,5,2,1,4,2,4,7,2,3,0.613548
5,6,5,10,10,8,4,3,4,0,4,,,,,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,10,1,2,,,,,,,,,4,,,,,3,1,2,4,7,1,1,3,4,7,2,4,6,5,3,7,3,4,3,5,7,6,6,3,3,6,2,7,1,7,2,6,5,6,4,4,2,4,5,2,7,4,4,3,2,4,3,5,5,1,6,4,3,1,2,6,4,1,1,7,6,4,1.230896
0,0,1,6,4,0,7,7,0,1,7,,,,,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,3,,,,,,,,,,,1,7,,,,6,5,1,7,6,5,1,7,1,5,5,1,3,3,2,4,5,1,5,2,4,6,1,5,7,5,5,1,6,4,6,5,7,6,1,5,2,3,3,2,6,2,4,7,6,2,6,6,6,1,1,2,6,7,1,3,4,2,3,1,6,2,1.481914
9,3,1,1,10,10,2,0,3,1,6,,,,,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,3,,,,,1,,,2,,,3,,,,,3,2,3,2,7,6,5,1,3,5,3,4,6,7,1,6,7,1,7,4,3,4,5,3,4,3,7,2,1,2,5,6,2,2,6,5,6,3,3,5,5,1,1,4,5,4,2,1,2,7,2,3,4,7,6,2,4,2,1,5,2,4,0.781258
4,8,1,8,3,2,7,2,7,2,3,1,1,,,1,0,1,0,0,0,1,1,1,1,0,1,1,1,1,9,1,1,,,,,,1,,,1,5,,,,5,6,7,7,1,6,5,2,1,4,5,2,1,7,1,7,2,6,4,1,7,3,5,2,4,3,2,6,7,5,1,3,7,7,7,6,5,4,1,5,4,2,6,1,1,3,6,5,5,3,5,7,5,3,4,5,4,2,3,5,1,3,1.362437
1,0,4,3,6,2,5,0,10,0,1,5,,,,1,1,0,0,0,1,1,0,0,1,1,1,0,1,1,6,7,,,,,4,2,3,,1,4,,,,,3,1,1,7,7,4,2,4,5,2,7,7,5,6,1,2,1,2,5,5,2,7,5,7,3,1,6,1,1,1,7,5,3,2,5,2,1,3,6,4,3,1,3,6,5,2,3,6,6,1,6,2,6,2,2,7,4,1,2,5,5,2,1.04496
7,2,3,2,0,5,6,7,6,8,6,,,,,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,3,,,,,,,,,,,4,,,,,5,6,5,5,1,1,1,3,1,3,3,6,1,6,7,3,1,6,6,2,4,2,4,3,3,7,3,4,3,3,4,2,1,2,6,5,5,1,6,1,6,6,4,2,7,4,4,3,6,7,1,7,6,2,3,2,4,1,1,7,6,4,0.728861
6,10,6,3,2,6,8,2,2,4,2,3,,,,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,10,5,2,,,,,,,,,3,,,,,6,7,4,6,6,1,4,7,3,2,6,5,5,2,5,1,7,3,3,1,5,6,2,6,7,4,4,3,3,2,2,2,4,5,4,1,3,7,4,7,4,4,2,1,2,6,4,1,3,1,4,3,6,1,6,6,4,2,2,1,1,4,1.146227
6,0,7,8,0,10,10,2,6,9,7,,,,,0,1,0,1,0,1,0,0,1,1,1,0,1,0,0,2,,,,,,,,,,,3,,,,,4,7,5,7,5,3,2,3,6,2,7,4,3,1,3,7,1,5,4,4,7,4,6,5,2,3,1,5,4,7,3,3,4,6,7,5,7,5,2,2,1,1,6,6,3,4,2,4,6,1,4,7,2,1,3,4,4,1,4,6,5,2,0.528417
6,6,2,7,0,3,2,3,7,2,6,,,,,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,8,8,,,,1,2,,,,,4,,,,,4,5,4,4,6,2,3,7,2,2,2,1,7,3,3,6,2,2,6,6,3,2,3,4,6,5,6,3,6,7,1,6,7,6,1,6,7,7,3,3,7,2,2,2,6,2,1,5,7,4,2,5,7,2,3,1,4,2,2,5,3,4,0.927664
5,10,4,4,0,2,1,3,0,7,6,,,,,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,2,,,,,2,,3,1,,4,4,,,,,1,5,3,3,1,2,3,7,4,3,1,6,2,4,6,6,5,4,2,1,5,5,6,4,5,2,4,5,3,4,1,3,1,4,7,3,2,3,4,7,6,2,7,4,2,6,5,3,3,3,6,7,2,1,3,4,4,2,2,6,6,2,1.48047
1,8,10,6,3,2,6,10,0,8,2,1,3,2,,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,9,7,,,,,,,,,,1,1,1,,,1,6,1,4,7,4,2,5,7,1,1,2,1,2,1,5,3,3,3,5,4,6,5,6,5,7,2,7,6,7,4,7,4,3,1,6,7,1,7,6,5,2,2,4,5,5,1,6,7,5,7,1,5,2,5,7,4,2,2,3,2,4,1.489627
3,0,10,6,1,5,0,6,2,6,5,,,,,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,9,13,2,2,,,1,,,,,1,7,,,,5,3,4,6,1,6,2,3,2,7,3,6,7,6,4,4,1,7,5,1,6,5,3,3,6,2,7,5,6,4,1,6,3,7,6,2,7,4,4,6,7,7,5,1,4,4,7,3,7,7,2,7,7,4,7,1,4,2,2,1,4,3,1.182298
2,8,7,1,2,0,9,7,0,3,3,3,,,,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,5,,,,,,,,,,,2,3,1,,,1,3,6,7,4,2,7,5,6,1,7,3,6,1,1,4,7,1,2,6,4,2,3,5,5,2,4,6,6,3,1,3,7,7,4,5,6,2,5,5,7,7,5,6,4,3,1,7,4,1,5,6,7,3,3,6,4,2,4,3,1,1,1.139164
2,5,0,0,7,2,5,6,0,3,5,,,,,1,1,0,0,0,1,0,1,1,0,1,1,1,1,1,4,,,1,,,,,,,,4,,,,,3,1,1,5,2,4,2,2,4,5,4,3,1,6,3,3,5,2,4,4,7,4,5,7,5,6,2,1,6,2,2,3,5,5,4,3,7,7,6,1,5,6,5,2,4,1,1,6,6,6,3,1,5,4,1,1,4,2,1,4,1,2,0.858509
7,1,5,6,0,10,2,0,9,0,3,3,,,,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,7,2,2,3,,,,2,1,,,1,5,,,,2,7,3,1,3,7,6,5,4,7,1,7,1,7,1,1,1,7,1,3,1,1,1,2,1,7,3,7,1,2,2,7,5,2,7,4,1,5,3,5,3,3,2,5,6,4,6,6,1,6,2,5,3,3,1,7,4,1,5,2,6,1,1.168928
4,4,9,7,8,8,6,6,4,3,2,5,,,,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,9,4,,,,,,,,,,4,,,,,7,6,3,4,4,5,7,4,3,2,5,2,6,3,5,5,4,1,7,7,1,5,7,1,6,7,4,2,5,2,6,1,6,2,6,2,1,2,4,2,6,4,1,2,4,4,1,4,3,5,1,1,6,4,4,7,4,2,4,3,1,4,1.159486
10,10,6,0,5,4,9,7,3,3,4,,,,,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,6,7,,,,,,,,,,2,7,,,,5,6,6,5,7,1,1,3,7,1,1,3,5,1,5,7,2,4,5,1,4,5,4,3,1,6,4,3,6,1,5,1,4,4,3,3,4,6,2,1,1,3,6,3,4,7,3,4,1,6,1,5,1,6,6,2,4,1,2,7,2,1,1.142175
0,2,9,5,4,7,0,4,10,2,4,,,,,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,3,,,,,,,,,,,1,7,,,,2,6,4,4,4,2,4,1,1,2,1,3,7,3,7,2,6,2,3,3,3,7,6,3,2,5,6,5,3,5,2,6,2,3,3,5,4,6,2,4,3,2,7,3,5,5,4,3,4,4,6,7,7,1,7,3,4,1,4,4,2,1,1.420333
7,4,9,2,7,4,0,3,10,6,5,,,,,0,1,0,1,1,1,0,0,1,1,1,1,1,0,0,9,10,,,1,2,,3,,,,3,,,,,2,4,7,6,6,6,5,7,6,5,7,1,2,6,2,1,6,6,7,6,5,1,4,7,7,1,5,5,5,5,1,7,3,6,7,5,2,4,2,7,2,6,7,5,6,4,1,2,4,3,3,5,1,4,1,6,4,1,5,1,3,4,1.091748
1,4,7,9,9,4,8,9,10,10,3,3,,,,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,,,2,,1,,,,3,,2,3,2,2,,7,3,6,5,3,7,1,2,6,4,1,2,2,6,2,4,6,6,4,1,3,5,3,7,5,1,6,7,3,3,1,7,3,5,3,5,3,5,7,7,3,4,5,3,1,1,6,2,6,1,4,4,5,2,5,2,4,2,5,3,3,3,0.797133
6,7,7,9,1,2,4,5,9,7,6,,,,,1,0,0,0,1,1,1,1,1,0,0,1,1,0,1,10,8,,,,3,2,,,1,,1,7,,,,7,7,5,3,7,2,6,4,1,2,5,1,6,4,6,3,1,6,7,6,7,5,1,4,6,1,3,2,7,1,5,5,3,7,6,7,7,2,7,3,2,3,6,7,2,4,5,5,4,4,3,1,6,6,1,6,4,1,5,3,6,4,0.93683
2,0,8,7,0,4,7,5,0,0,2,4,,,,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,10,2,2,,,,,,,,,4,,,,,4,2,2,1,6,6,4,7,7,1,5,7,5,7,4,3,1,6,4,2,7,7,2,1,1,7,2,6,2,1,4,5,1,4,6,6,6,1,4,5,7,4,7,7,2,1,6,3,6,2,5,1,5,5,4,4,4,1,2,1,6,2,0.891327
5,9,1,10,10,6,4,3,7,5,2,1,3,1,9,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,4,,,,,,,,,,,3,,,,,4,5,1,4,7,6,4,5,1,1,6,2,3,3,5,6,3,2,6,5,2,5,3,7,1,1,6,4,6,3,4,4,5,5,2,7,3,6,3,3,4,1,1,5,7,6,1,2,4,4,4,7,4,4,3,5,4,2,2,1,1,1,1.444088
1,3,9,2,7,10,6,5,8,10,7,,,,,0,0,1,1,1,0,0,1,1,0,0,1,1,0,1,8,14,2,2,3,1,,,,,,2,1,1,,,5,4,1,6,7,2,5,5,5,1,3,3,5,7,6,6,5,1,3,3,6,3,2,2,4,6,1,6,3,7,1,3,3,3,5,1,7,4,3,6,4,2,7,6,1,1,5,4,3,6,6,4,7,1,6,3,4,2,3,1,1,4,1.220196
1,4,7,7,0,9,0,5,6,4,3,5,,,,0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,5,,,4,,,1,3,2,,,4,,,,,4,5,2,3,7,2,5,3,2,1,4,1,6,6,2,3,5,1,7,7,7,5,2,5,3,7,2,6,3,2,4,6,5,5,2,5,5,3,2,7,4,3,7,5,7,5,5,1,1,6,6,5,5,7,3,5,4,1,2,5,4,3,1.03491
4,3,7,4,9,0,9,4,0,6,7,,,,,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,8,2,2,,,,2,,,1,,4,,,,,4,6,5,5,5,4,7,4,4,2,7,4,7,7,4,2,7,1,2,7,2,3,5,6,1,2,2,1,6,2,7,6,3,2,4,1,3,6,6,2,6,7,1,3,3,5,7,6,1,7,6,5,1,1,4,7,4,2,5,3,3,2,1.136372
10,1,3,4,6,9,3,8,1,0,6,,,,,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,6,11,,,,,,,,,,3,,,,,1,6,4,4,2,2,1,5,7,1,2,3,3,7,5,4,1,3,3,2,3,1,3,7,4,4,5,5,7,3,3,5,3,7,7,3,6,2,5,5,1,1,1,2,5,4,7,1,4,5,3,6,5,4,6,2,4,1,1,1,3,4,0.568578
10,4,6,0,5,3,9,4,6,8,2,4,,,,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,7,2,2,,1,,,,,2,,4,,,,,4,2,5,7,3,2,6,4,2,2,2,2,1,5,4,2,6,4,2,3,3,7,4,2,1,3,7,5,7,2,5,7,7,6,1,7,2,2,4,2,1,2,7,7,7,3,5,1,1,3,1,7,7,3,7,7,4,1,3,1,1,2,1.442414
3,5,9,9,10,3,0,2,6,8,7,,,,,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,6,5,2,,,,,,,,,1,1,2,2,,6,4,3,3,4,7,5,4,2,3,3,2,5,2,7,5,1,5,5,5,5,3,1,1,6,2,4,4,4,2,6,1,4,1,2,2,1,4,6,2,6,7,5,4,2,1,5,1,2,1,7,6,7,5,4,2,4,2,5,5,5,4,1.229702
2,4,6,3,6,6,2,5,10,2,3,3,,,,1,0,1,1,0,0,1,0,1,1,1,1,1,0,1,8,14,2,,,,4,3,,2,1,4,,,,,6,5,6,3,5,7,5,1,1,4,7,7,3,1,5,2,4,3,6,4,7,4,3,3,6,4,7,4,1,7,4,4,4,5,6,1,6,4,3,2,2,3,3,1,6,6,5,5,1,5,4,3,1,1,6,7,4,1,2,5,3,2,1.433094
1,2,1,1,1,9,10,6,9,9,3,1,1,,,1,0,0,1,0,0,1,1,1,1,1,0,0,1,0,7,15,1,,1,,,2,,,3,4,,,,,7,2,3,2,5,1,1,3,7,2,5,1,3,1,7,6,3,4,3,6,6,6,6,4,1,1,1,7,3,3,2,5,2,1,4,3,2,2,6,1,7,6,5,4,3,2,4,3,5,5,3,2,3,7,3,3,4,1,2,7,1,1,0.644128
3,8,7,5,4,7,8,5,1,0,2,1,2,2,,1,0,0,1,1,1,0,1,0,0,0,1,1,0,1,1,,,,,1,,,2,,3,1,4,,,,5,6,1,7,6,4,4,3,5,7,6,6,1,1,4,2,1,6,7,3,1,5,2,7,2,3,2,7,2,3,3,4,6,1,1,7,3,7,5,1,5,6,4,6,5,5,3,6,1,1,5,3,6,7,3,3,4,1,2,5,1,4,1.125807
4,6,0,8,2,9,0,7,4,6,6,,,,,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,9,9,1,1,,2,,,3,,,4,,,,,7,2,2,6,4,3,3,3,2,1,5,4,5,1,1,2,2,4,1,7,7,5,6,4,5,2,7,4,5,1,1,1,6,3,1,2,6,1,6,1,1,3,1,4,7,2,1,1,7,1,5,5,1,6,1,4,4,1,3,6,4,1,0.720996
5,10,5,6,10,4,4,5,3,4,1,5,,,,1,1,1,0,0,1,0,1,0,1,1,1,0,1,0,10,11,,,,,,1,,,,2,5,,,,5,5,5,7,5,7,1,6,6,3,1,5,4,6,7,1,5,1,2,2,7,6,3,2,1,7,3,2,3,3,6,7,5,1,2,5,4,5,2,7,2,2,6,5,7,6,6,1,4,1,1,7,3,4,4,2,4,1,5,6,5,1,1.14149
7,3,3,8,10,0,2,5,6,5,3,4,,,,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,4,,,,5,1,3,2,4,,,4,,,,,6,4,2,7,2,2,1,5,1,1,2,2,7,3,1,6,6,4,7,4,6,5,3,3,4,5,5,7,3,1,1,3,5,2,6,5,6,2,7,4,2,4,3,1,7,5,3,3,7,5,2,1,3,7,7,2,4,1,5,2,1,1,1.369457
2,1,7,0,5,2,9,8,0,7,6,,,,,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,4,,,,,,,,,,,2,1,3,1,2,2,3,1,5,4,4,2,3,2,4,7,2,7,5,1,2,5,1,7,6,5,5,4,5,6,5,3,7,5,1,5,3,7,2,6,7,1,6,5,7,7,2,1,1,6,6,7,7,6,3,7,6,2,4,7,5,4,1,3,3,4,2,0.953911
8,1,3,2,3,7,8,7,0,8,1,5,,,,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,5,,,,,,,,,,,3,,,,,4,4,4,5,6,5,4,7,7,6,4,3,5,7,7,4,7,3,3,6,1,6,4,7,3,7,3,2,6,1,1,4,7,5,2,5,2,1,5,4,7,1,3,2,6,6,7,1,6,1,4,7,4,3,6,6,4,1,1,7,6,4,0.790553
1,1,6,0,9,8,10,6,10,6,7,,,,,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,5,,,,,,,,,,,4,,,,,7,3,5,2,4,6,2,1,5,1,4,1,1,1,2,6,3,4,4,7,1,5,6,1,4,6,6,2,5,4,1,1,2,3,7,6,7,4,3,5,2,5,1,5,7,5,7,2,4,4,4,1,2,3,4,4,4,2,5,3,4,1,0.969005
7,5,4,10,8,7,4,3,0,10,3,1,3,1,10,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,4,,,,,3,,,2,,1,1,3,1,,,7,6,1,4,3,5,1,3,1,6,3,4,4,3,6,7,1,3,1,5,3,1,2,7,6,1,7,1,2,4,7,3,7,6,6,1,4,2,1,3,1,5,1,2,2,1,3,1,6,2,3,6,5,1,4,7,4,2,5,7,1,4,1.020395
